question,rank,chunk_id,source,file,text
Which products receive the most complaints?,7,18250,,,"Comprei dois produtos e veio faltando um produto, enviei uma reclamação e estou aguardando resposta."
Which products receive the most complaints?,8,12377,,,"Gostaria de saber a quem e como reclamar para receber o produto correto.
Grata."
Which products receive the most complaints?,9,30360,,,Insatisfação com a descrição do produto.
Which products receive the most complaints?,10,12417,,,"Comprei um produto e recebi outro e inferior.
Gostaria de receber uma resposta à reclamação que fiz anteriormente.
Att.
Suzana Costa"
What product strengths are frequently mentioned?,1,11718,,,"Bom
Qualidade do produto razoavel"
What product strengths are frequently mentioned?,2,4553,,,produtos de qualidade
What product strengths are frequently mentioned?,3,27944,,,Produto atende às características.
What product strengths are frequently mentioned?,4,2128,,,"Produto de Qualidade
O produto em questão, apresenta boa qualidade o que consequentemente me leva a recomendar o mesmo."
What product strengths are frequently mentioned?,5,2307,,,"PRODUTO DE QUALIDADE 
ATENDEU A NECESSIDADE
RECOMENDO."
What product strengths are frequently mentioned?,6,28385,,,Qualidade do produto deixa a desejar
What product strengths are frequently mentioned?,7,36799,,,"O PRODUTO ESTÁ DENTRO DOS PADRÕES DE QUALIDADE,ATENDENDO MINHA EXPECTATIVA"
What product strengths are frequently mentioned?,8,29400,,,má qualidade do produto
What product strengths are frequently mentioned?,9,23277,,,excelente produto preenche as necessidades indicativas do fabricante
What product strengths are frequently mentioned?,10,33330,,,Qualidade do produto inferior ao desejado!
How does product quality affect customer loyalty?,1,42720,,consumer_behavior.pdf,"trust and providing social proof to businesses. Trust, which then influences a customer's decision 
to buy, suggests that it has a longer-term effect on customer e-loyalty (Kim et al., 2009). 
However, the direct connection between the act of reviewing and the reviewer's subsequent 
loyalty is less explored. This hypothesis seeks to bridge that gap by testing whether customers 
who express high satisfaction through positive reviews are more likely to demonstrate loyalty"
How does product quality affect customer loyalty?,2,42721,,consumer_behavior.pdf,"who express high satisfaction through positive reviews are more likely to demonstrate loyalty 
through repeat purchases, thereby providing a measurable link between positive feedback and 
customer retention. This e-commerce platform provides a wide variety of product types, ranging 
from daily necessities like ‘food’, ‘drinks’, to big purchases that people only buy when needed, 
such as ‘computer_accessories’ or ‘console_games’. Therefore, it would be necessary to"
How does product quality affect customer loyalty?,3,42773,,consumer_behavior.pdf,"satisfaction, while previous articles such as Kim et al. (2009) mentioned that positive customer 
reviews would predict higher e-loyalty, this study’s analysis revealed no significant relationship 
between review scores and repeat purchase behavior in either the general population or the 
subset of repeat buyers. Furthermore, the descriptive data highlighted an overwhelmingly 
transactional market, with 99.4% of customers making only a single purchase. This lack of"
How does product quality affect customer loyalty?,4,42719,,consumer_behavior.pdf,"6 
 
 
consumers. Research indicates that items with positive reviews have a higher likelihood of being 
purchased over those with no reviews available (Biswas et al., 2021). Recognizing this influence, 
businesses and platforms actively encourage customers to share their experiences and thoughts 
on products. This user-generated content is a cornerstone of modern digital marketing, building 
trust and providing social proof to businesses. Trust, which then influences a customer's decision"
How does product quality affect customer loyalty?,5,42703,,consumer_behavior.pdf,"performance (Moorman & Rust, 1999). The core value of marketing is determined by its ability 
to connect the consumer to the product and build essential market knowledge. In addition, the 
importance of marketing is further underscored by its significant correlation with company 
growth (Urbonavičius & Dikčius, 2008). With the rise of online shopping in the digital age, 
understanding the nuances of consumer behavior has become even more of a challenge, as"
How does product quality affect customer loyalty?,6,24837,,,avaliação do vendedor
How does product quality affect customer loyalty?,7,28385,,,Qualidade do produto deixa a desejar
How does product quality affect customer loyalty?,8,1817,,,Exemplo de fidelidade entre cliente e empresa
How does product quality affect customer loyalty?,9,18256,,,"Parabenizo pela eficiência e comprometimento, do vendedor com o cliente. Além do produto corresponder exatamente ao que diz o anuncio, a entrega do produto superou minha espectativa."
How does product quality affect customer loyalty?,10,35824,,,"Produto de qualidade!
Compromisso com o cliente e qualidade no produto resumem essa compra."
What improvements should product teams prioritize?,1,23394,,,"Responsabilidade
Entrega no prazo e qualidade do produto ofertado."
What improvements should product teams prioritize?,2,183,,,Entrega e qualidade do produto de acordo com o esperado.
What improvements should product teams prioritize?,3,10001,,,"Produto de qualidade,entregue antes do prazo"
What improvements should product teams prioritize?,4,8360,,,Produto de qualidade e dentro do prazo
What improvements should product teams prioritize?,5,32035,,,"Produto de boa qualidade
Produto atende as expectativas."
What improvements should product teams prioritize?,6,23277,,,excelente produto preenche as necessidades indicativas do fabricante
What improvements should product teams prioritize?,7,2620,,,Recomendo mas precisa melhorar o rastreamento dos produtos
What improvements should product teams prioritize?,8,11122,,,"Entrega antes do prazo, mas a empresa precisa melhor na atualização de status de envio do produto.

Produto avaliado de forma positiva!"
What improvements should product teams prioritize?,9,29829,,,Solicito melhoras no prazo de entrega dos produtos.
What improvements should product teams prioritize?,10,36276,,,"Bom
Produto bom mas, veio com a base manchada e arranhada. O controle de qualidade deve ser mais rigoroso."
Are damaged products a recurring problem?,1,4694,,,infelizmente recebi o produto danificado
Are damaged products a recurring problem?,2,38398,,,Recebi o produto danificado
Are damaged products a recurring problem?,3,36482,,,produto veio danificado
Are damaged products a recurring problem?,4,17796,,,Porém com alguns arranhões e danos.
Are damaged products a recurring problem?,5,5324,,,O produto foi entregue dentro do prazo porém um dos produtos veio danificado.
Are damaged products a recurring problem?,6,15432,,,"Produto com defeito
Produto veio quebrado"
Are damaged products a recurring problem?,7,32275,,,"Produto mal embalado
Produto chegou quebrado é material não é bom"
Are damaged products a recurring problem?,8,8707,,,"Produto danificado
Infelizmente recebi o produto que é uma solução p unhas roídas com o frasco vazio e danificado"
Are damaged products a recurring problem?,9,14851,,,"Entrega Danificada
Produto chegou danificado, com rachadura no corpo da fonte, entretanto funcional.
Mas o fato do produto chegar dessa forma, demonstra que o vendedor nao tomou os devidos cuidados no envio."
Are damaged products a recurring problem?,10,2071,,,"Produto mal embalado
Produto chegou com risco e manchado."
What quality trends emerge from customer reviews?,1,42714,,consumer_behavior.pdf,"Dataset provided by Olist. 
 The selection of customer review scores, seasonality, and urbanization as the core 
independent variables for this study is based on the following: First, review scores are analyzed 
to evaluate the satisfaction-loyalty link of the consumers in a digital marketplace where buyers 
cannot physically inspect goods, high ratings serve as critical social proof that and validates"
What quality trends emerge from customer reviews?,2,42699,,consumer_behavior.pdf,"regarding the relationship between positive customer reviews and e-loyalty, the fluctuation of 
seasonal sales during holiday periods, and the influence of geographic urbanization on product 
preferences. Utilizing regression analyses on 100,000 orders from 2016 to 2018, the results 
showed no significant relationship between positive review scores and repeat purchasing 
behavior, revealing an overwhelmingly transactional market where 99.4% of customers are one-"
What quality trends emerge from customer reviews?,3,42719,,consumer_behavior.pdf,"6 
 
 
consumers. Research indicates that items with positive reviews have a higher likelihood of being 
purchased over those with no reviews available (Biswas et al., 2021). Recognizing this influence, 
businesses and platforms actively encourage customers to share their experiences and thoughts 
on products. This user-generated content is a cornerstone of modern digital marketing, building 
trust and providing social proof to businesses. Trust, which then influences a customer's decision"
What quality trends emerge from customer reviews?,4,42721,,consumer_behavior.pdf,"who express high satisfaction through positive reviews are more likely to demonstrate loyalty 
through repeat purchases, thereby providing a measurable link between positive feedback and 
customer retention. This e-commerce platform provides a wide variety of product types, ranging 
from daily necessities like ‘food’, ‘drinks’, to big purchases that people only buy when needed, 
such as ‘computer_accessories’ or ‘console_games’. Therefore, it would be necessary to"
What quality trends emerge from customer reviews?,5,42717,,consumer_behavior.pdf,"how geographic density and local market development dictate whether a consumer prioritizes 
pleasure-oriented (hedonic) or functional (utilitarian) goods (Sinha & Verma, 2019). 
H1: Customers who leave positive reviews (4 or 5 stars) are more likely to become loyal 
customers to that store, defined as making one or more subsequent purchases within a reasonable 
timeframe. 
In the e-commerce ecosystem, online reviews are a critical form of user-generated"
What quality trends emerge from customer reviews?,6,42930,,olist_executive_playbook.pdf,"• Revenue Growth
• Order Volume
• Customer Satisfaction
• Average Review Score
• On-Time Delivery Rate
• Customer Retention Rate
• Forecast Accuracy"
What quality trends emerge from customer reviews?,7,25727,,,Agora e usar o produto para avaliar a qualidade.
What quality trends emerge from customer reviews?,8,2128,,,"Produto de Qualidade
O produto em questão, apresenta boa qualidade o que consequentemente me leva a recomendar o mesmo."
What quality trends emerge from customer reviews?,9,37316,,,"Boa Compra, recomendo
Produto entregue com sucesso, agora é utilizar para aferir a qualidade dentro do período de garantia."
What quality trends emerge from customer reviews?,10,35824,,,"Produto de qualidade!
Compromisso com o cliente e qualidade no produto resumem essa compra."
Which product categories generate positive feedback?,1,42721,,consumer_behavior.pdf,"who express high satisfaction through positive reviews are more likely to demonstrate loyalty 
through repeat purchases, thereby providing a measurable link between positive feedback and 
customer retention. This e-commerce platform provides a wide variety of product types, ranging 
from daily necessities like ‘food’, ‘drinks’, to big purchases that people only buy when needed, 
such as ‘computer_accessories’ or ‘console_games’. Therefore, it would be necessary to"
Which product categories generate positive feedback?,2,42719,,consumer_behavior.pdf,"6 
 
 
consumers. Research indicates that items with positive reviews have a higher likelihood of being 
purchased over those with no reviews available (Biswas et al., 2021). Recognizing this influence, 
businesses and platforms actively encourage customers to share their experiences and thoughts 
on products. This user-generated content is a cornerstone of modern digital marketing, building 
trust and providing social proof to businesses. Trust, which then influences a customer's decision"
Which product categories generate positive feedback?,3,27944,,,Produto atende às características.
Which product categories generate positive feedback?,4,25295,,,"Positivo
Recomendo, entrega no prazo e produto bom."
Which product categories generate positive feedback?,5,22401,,,"Bom produto
O produto atendeu as expectativas."
Which product categories generate positive feedback?,6,32035,,,"Produto de boa qualidade
Produto atende as expectativas."
Which product categories generate positive feedback?,7,183,,,Entrega e qualidade do produto de acordo com o esperado.
Which product categories generate positive feedback?,8,23277,,,excelente produto preenche as necessidades indicativas do fabricante
Which product categories generate positive feedback?,9,2128,,,"Produto de Qualidade
O produto em questão, apresenta boa qualidade o que consequentemente me leva a recomendar o mesmo."
Which product categories generate positive feedback?,10,35824,,,"Produto de qualidade!
Compromisso com o cliente e qualidade no produto resumem essa compra."
Are customers satisfied with payment options?,1,8821,,,"Ótima
Satisfação ao cliente"
Are customers satisfied with payment options?,2,33958,,,satisfeito com a compra
Are customers satisfied with payment options?,3,13356,,,satisfeito com a compra
Are customers satisfied with payment options?,4,40428,,,Satisfeito com a compra
Are customers satisfied with payment options?,5,9081,,,Satisfeita com a compra e entrega.
Are customers satisfied with payment options?,6,6363,,,"Cliente assíduo poderia ter vantagem, como desconto"
Are customers satisfied with payment options?,7,15052,,,Muito satisfeito com a compra e o atendimento
Are customers satisfied with payment options?,8,34644,,,Compromisso e respeito para com os clientes
Are customers satisfied with payment options?,9,42665,,,"Recomendo
Recomendo, compra segura entrega correta."
Are customers satisfied with payment options?,10,38389,,,"Satisfeito com a compra e com o atendimento, até a próxima"
What payment-related issues appear in reviews?,1,42888,,ecommerce_analysis.pdf,"in low-star-rated reviews transactional to service level. Particularly, reviews with 1 star 
or 2 star ratings mention poor delivery service. High start ratings are associated with 
good product quality and on-time delivery. 
Pearson Correlation (Sentiment vs. Review Score) 
S i = sentiment polarity score for review i, Ri= numeric review rating. 
 Si=
1
m∑
s(wj)
m
j=1
 r=
∑(Si−S̅)(Ri−R̅)
√∑(Si−S̅)2 ∑(Ri−R̅)2 (29)"
What payment-related issues appear in reviews?,2,42758,,consumer_behavior.pdf,"13 
 
 
H1: Customer Reviews and E-Loyalty 
Table 1 reveals a statistically significant correlation (r = .01, p < .01) between review 
scores and the number of orders. However, it is crucial to interpret this with caution. In 
extremely large datasets (N = 97967), even a virtually weak positive relationship can appear 
""statistically significant"" simply because of the sample size (see Table 1-2). Practically speaking,"
What payment-related issues appear in reviews?,3,42718,,consumer_behavior.pdf,"timeframe. 
In the e-commerce ecosystem, online reviews are a critical form of user-generated 
content that serves as both direct feedback for the firm and a purchasing guide for other"
What payment-related issues appear in reviews?,4,42928,,olist_executive_playbook.pdf,"• Improve fulfillment performance.
Scenario 2: Customer Ratings Decline
• Analyze negative reviews using sentiment analysis.
• Identify recurring complaint themes.
• Audit seller performance.
• Improve customer support processes.
Scenario 3: Delivery Delays Increase
• Monitor on-time delivery rate.
• Identify logistics bottlenecks.
• Review regional delivery performance.
• Optimize fulfillment workflows.
Scenario 4: Customer Retention Drops
• Use RFM analysis to identify at-risk customers."
What payment-related issues appear in reviews?,5,42847,,ecommerce_analysis.pdf,"that follow. 
 Univariate Analysis 
Orders and Payments: The attribute payment_value has a right-skewed dis-
tribution with a long tail of high-value purchases. Descriptive statistics show 
a mean to median ratio of >1.5, which indicates skewness. The attribute 
freight value also displays heavy-tailed behavior, which may require a log 
transformation. 
Customer Attributes: For categorical fields (e.g., customer_state and customer_city),"
What payment-related issues appear in reviews?,6,13383,,,"compra efetuada,debito autorizado ,pedido cancelado sem explicações.Extrema falta de respeito e consideração com os clientes."
What payment-related issues appear in reviews?,7,42880,,ecommerce_analysis.pdf,"Average Delay by Payment Type: 
 Dp̅̅̅̅ =
1
Np∑
(DeliveredDatei−EstimatedDatei)
Np
i=1
 (25) 
One-Way ANOVA (Analysis of Variance): When comparing more than two payment 
types, ANOVA verifies whether the mean delivery delays across groups are equal (H0) 
or at least one group differs significantly (Ha). ANOVA computes an F-ratio, defined 
as, ratio of between-group variance (differences in mean delivery delay across payment"
What payment-related issues appear in reviews?,8,31337,,,"A demora da emissão da nota fiscal
Após o pagamento não é aceitável"
What payment-related issues appear in reviews?,9,27776,,,"Cliente super insatisfeit
Quero informar que acho uma falta de respeito com consumir final ficar aguardando algo que já foi pago e não entregue, favor resolver essa situação urgente ou estarei acionando minha ADVOGADA."
What payment-related issues appear in reviews?,10,42201,,,"Solicito informações sobre a compra e o estorno da compra? Se o valor for devolvido, recomendaria a loja sim"
How do order fulfilment problems affect customers?,1,42743,,consumer_behavior.pdf,"since it is very unlikely that customers would receive the product on that same day and order it 
again; thus, the “order_purchase_date” variable was created from the “order_approved_at”, 
specifically by removing the time in order for an accurate comparison. Finally, the duplicates 
based on the mentioned criteria were removed to filter for genuine subsequent visits. 
 
In addition to those customers who were repeat buyers, a second data frame for those"
How do order fulfilment problems affect customers?,2,42742,,consumer_behavior.pdf,"distinguish it from one-time bulk purchases, there are certain criteria that need to be fulfilled: 
“order_id” that repeats itself will be excluded as a duplicate, and only the first instance will be 
kept, as it is likely just a listing of the bulk order. Secondly, the orders that are from the same 
customer-seller pair occurring on the same date were treated as a single transaction instance 
since it is very unlikely that customers would receive the product on that same day and order it"
How do order fulfilment problems affect customers?,3,42893,,ecommerce_analysis.pdf,"Model 
Accuracy 
Logistic Regression 
81% 
Random Forest 
89% 
XGBoost 
92% 
SVM 
85% 
5. Conclusion 
This study presented a complete analytical pipeline examining the Brazilian e-com-
merce environment using the Olist dataset. We effectively demonstrated how diverse 
characteristics related to customers, sellers, payments, and deliveries could be inte-
grated in order to yield actionable business insights. The framework included several"
How do order fulfilment problems affect customers?,4,24443,,,"Problems existem, porem, necessario compreende-los."
How do order fulfilment problems affect customers?,5,5654,,,"Infelizmente, encontramos na internet, lojas que para poderem vender, dizem que tem o produto pedido. Ao finalizar o pedido, o cliente fica à mercê do prazo de entrega que, nem sempre é cumprido."
How do order fulfilment problems affect customers?,6,28036,,,"Em partes
Sou cliente há anos, porém sempre há divergências e problemas na entrega, consta como produto entregue, porém foi entregue apenas 1 produto, aguardo solução!"
How do order fulfilment problems affect customers?,7,14517,,,Prazo de entrega absurdo e demora no retorno do vendedor
How do order fulfilment problems affect customers?,8,16773,,,"Produto errado
Mais responsabilidade com os clientes quanto origem do produto,qualidade,certeza de que o produto entregue é de acordo com o pedido"
How do order fulfilment problems affect customers?,9,32269,,,"Produto errado
Entrega do produto diferente do solicitado
Aguardo orientação para a troca"
How do order fulfilment problems affect customers?,10,20721,,,"Quantidade errada
A loja deveria prestar mais atenção nos ítens do pedido antes de enviar ao cliente."
What causes order cancellations?,1,24680,,,"Cancelamento de compra
Solicitei o cancelamento da compra dentro do prazo de 07 dias (conforme rege o código de defesa do consumidor) e o cancelamento não foi efetuado, produto não entregue e o pagamento não foi estornado."
What causes order cancellations?,2,20717,,,"Houve problema com o envio, fiz o cancelamento quando o produto estava voltando para o vendedor, e não tive o retorno ainda, voltei a cancelar e estou guardando."
What causes order cancellations?,3,19164,,,"cancelamento compra
Foi cancelado a compra antes da emissão de nota fiscal e mesmo assim entregaram o produto sem efetivar o cancelamento solicitado."
What causes order cancellations?,4,16912,,,"Um dos itens da compra foi cancelado sem que eu pedisse. Foi dito que eu solicitei o cancelamento, mas isso não ocorreu. Não fui ainda informado do por quê desse cancelamento."
What causes order cancellations?,5,41448,,,Pedido cancelado.
What causes order cancellations?,6,22125,,,"Péssimo o retorno
Solicito o cancelamento."
What causes order cancellations?,7,42523,,,Faltou um pedido na entrega e quando pede para cancelar um produto não te atendem
What causes order cancellations?,8,27969,,,"Eu havia pedido o cancelamento,no entanto o pedido foi entregue assim mesmo!"
What causes order cancellations?,9,7961,,,"Lamento muito, mas eu tinha cancelado um pedido. Errei no computador e fiz o mesmo pedido duas vezes sem querer. Cancelei um, mas não adintou, madaram os dois, é lamentável"
What causes order cancellations?,10,7634,,,"Cancelamento
Logo em seguida que eu fiz o pedido, que verifiquei que teria compro o produto errado solicitei o cancelamento, o qual nao foi realizado, Eu expliquei o motivo falei da troca por outro produto"
Which order management improvements are needed?,1,42930,,olist_executive_playbook.pdf,"• Revenue Growth
• Order Volume
• Customer Satisfaction
• Average Review Score
• On-Time Delivery Rate
• Customer Retention Rate
• Forecast Accuracy"
Which order management improvements are needed?,2,42820,,ecommerce_analysis.pdf,"performance of the model must be stabilized during iterations before deployment. Dur-
ing this process, the data analysts and scientists should conduct descriptive and infer-
ential analysis to improve decision making. It allows a competitive advantage and sus-
tainable growth. 
2. Relevant work 
An increasing volume of research in e-commerce has driven transformations around 
business models, consumer experience, logistics, and analytics. In a more recent publi-"
Which order management improvements are needed?,3,23053,,,Tudo em ordem
Which order management improvements are needed?,4,13903,,,Otima.e otima qualidade de compra e entrega
Which order management improvements are needed?,5,14977,,,"Otimo
Tudo em ordem"
Which order management improvements are needed?,6,15335,,,Produto entregue no prazo e em ordem.
Which order management improvements are needed?,7,28413,,,otimo produto e qualidade e atendimento top
Which order management improvements are needed?,8,22699,,,A qualidade da bolsa deve melhorar.
Which order management improvements are needed?,9,29829,,,Solicito melhoras no prazo de entrega dos produtos.
Which order management improvements are needed?,10,36276,,,"Bom
Produto bom mas, veio com a base manchada e arranhada. O controle de qualidade deve ser mais rigoroso."
What trends exist in payment behaviour?,1,42847,,ecommerce_analysis.pdf,"that follow. 
 Univariate Analysis 
Orders and Payments: The attribute payment_value has a right-skewed dis-
tribution with a long tail of high-value purchases. Descriptive statistics show 
a mean to median ratio of >1.5, which indicates skewness. The attribute 
freight value also displays heavy-tailed behavior, which may require a log 
transformation. 
Customer Attributes: For categorical fields (e.g., customer_state and customer_city),"
What trends exist in payment behaviour?,2,42884,,ecommerce_analysis.pdf,"t=
Dp1̅̅̅̅̅̅−Dp2̅̅̅̅̅̅
√
sp1
2
Np1+
sp2
2
Np2
 (28) 
sp1
2 , sp2
2 = sample variances of delays for two groups 
 Np1, Np2= sample sizes 
These evaluations show whether logistics performance differs across payment types. 
Understanding the relationship between financial behavior and operational perfor-
mance is crucial for improving e-commerce logistics operations. 
 
 Fig 14. Sankey Diagram showing flow. Order-> Payment-> Delivery-> Review 
4.5 Sentiment Analysis"
What trends exist in payment behaviour?,3,42881,,ecommerce_analysis.pdf,"as, ratio of between-group variance (differences in mean delivery delay across payment 
types) to within-group variance (variation of delays within the same payment type). A 
statistically significant result (p<0.05) indicate that payment type has an influence on 
delivery performance. Consider k=2 
 F=
SSB/(k−1)
SSW/(N−k) SSB= ∑
Np(Dp̅̅̅̅ −D̅)
2
k
p=1
 (26) 
 SSW= ∑
∑
(Dip−Dp̅̅̅̅)
2
Np
i=1
k
p=1
 (27) 
Dˉp = average delay for payment type p 
Np = number of orders with payment type p"
What trends exist in payment behaviour?,4,42876,,ecommerce_analysis.pdf,"relationship between payment and logistics. Brazil customers used different payment 
types such as Credit Card, Boleto, and Vouchers. Comparing these payment types re-
vealed that delivery results are highly impacted by the mode of payment. In some sce-
narios, when a credit card is used, the system will only initiate shipping process after 
receiving a confirmation from the associated bank. Sankey diagrams (Fig 14) will fur-"
What trends exist in payment behaviour?,5,42880,,ecommerce_analysis.pdf,"Average Delay by Payment Type: 
 Dp̅̅̅̅ =
1
Np∑
(DeliveredDatei−EstimatedDatei)
Np
i=1
 (25) 
One-Way ANOVA (Analysis of Variance): When comparing more than two payment 
types, ANOVA verifies whether the mean delivery delays across groups are equal (H0) 
or at least one group differs significantly (Ha). ANOVA computes an F-ratio, defined 
as, ratio of between-group variance (differences in mean delivery delay across payment"
What trends exist in payment behaviour?,6,31337,,,"A demora da emissão da nota fiscal
Após o pagamento não é aceitável"
What trends exist in payment behaviour?,7,6005,,,"custo beneficio otimo
entrega no prazo
parabens"
What trends exist in payment behaviour?,8,6363,,,"Cliente assíduo poderia ter vantagem, como desconto"
What trends exist in payment behaviour?,9,12823,,,vou receber ainda ? Como fica o pagamento ?
What trends exist in payment behaviour?,10,42201,,,"Solicito informações sobre a compra e o estorno da compra? Se o valor for devolvido, recomendaria a loja sim"
How can the checkout experience be improved?,1,7300,,,"ainda estou verificando o atendimento quando precisamos efetuar uma troca ou resolver um problema, esse é o referencial de qualquer atendimento."
How can the checkout experience be improved?,2,15765,,,"em teste
Em relação à entrega ocorreu tudo certo, porém ainda preciso de alguns dias para dizer se realmente o efeito será positivo."
How can the checkout experience be improved?,3,42656,,,Bom atendimento diante do que foi solicitado
How can the checkout experience be improved?,4,430,,,"Atenciosos,ligam para dar acompanhamento. Bom prazo de validade. Demorou de chegar. Agora é verificar a qualidade do produto."
How can the checkout experience be improved?,5,5998,,,"recomendado
satisfeita pela presteza no atendimento"
How can the checkout experience be improved?,6,30132,,,"Recomendo
Ainda estou testando o produto, mas a princípio funcionou bem. Ponto negativo: Mais uma vez a demora em relação aos prazos, em outra compra a demora foi absurda."
How can the checkout experience be improved?,7,27776,,,"Cliente super insatisfeit
Quero informar que acho uma falta de respeito com consumir final ficar aguardando algo que já foi pago e não entregue, favor resolver essa situação urgente ou estarei acionando minha ADVOGADA."
How can the checkout experience be improved?,8,22699,,,A qualidade da bolsa deve melhorar.
How can the checkout experience be improved?,9,21081,,,"avaliação recomendada
ja comprei varias vezes eu sempre fui bem atendido
otimo atendimento, prazos de entregas dentro do
prazo estipulado sempre chega antes da data
prevista"
How can the checkout experience be improved?,10,25371,,,estou testando quando obtiver resultado eu avalio melhor
What should executives prioritize to improve customer experience?,1,42707,,consumer_behavior.pdf,"al., 2023). Specifically, the data-driven approach allows for enhanced customer relationship 
management by providing deep insights into customer behavior, preferences, and interactions."
What should executives prioritize to improve customer experience?,2,1817,,,Exemplo de fidelidade entre cliente e empresa
What should executives prioritize to improve customer experience?,3,40951,,,Empresa comprometida com o atendimento ao cliente e idônea nos produtos que vendem
What should executives prioritize to improve customer experience?,4,34644,,,Compromisso e respeito para com os clientes
What should executives prioritize to improve customer experience?,5,22475,,,"Uma loja segura e responsável, recomendo pois são muito organizado e preocupado com a satisfação do cliente."
What should executives prioritize to improve customer experience?,6,10460,,,Recomendaria a loja por sua rapidez e preocupação com o cliente.
What should executives prioritize to improve customer experience?,7,10264,,,"Superou as expectativas
Serviço excelente qualidade entrega capricho atenção cuidado vou continuar comprando com a empresa parabéns por cativar os clientes vou recomendar amei"
What should executives prioritize to improve customer experience?,8,34937,,,"Super recomendado
Recomendo a empresa pela celeridade, embalagem e excelente atendimento. Lhes desejo sucesso e bons negócios."
What should executives prioritize to improve customer experience?,9,32224,,,"Talvez recomendaria
A empresa deveria responder aos e-mail dos cliente 
Deveria revê essa questão, porque empresa que se comunica com seus cliente passa mais credibilidade e demostra que esta atento ao seu cliente."
What should executives prioritize to improve customer experience?,10,1993,,,"bom serviço
Satisfatória, é a palavra que define minha experiência de compra com essa loja. obrigado pelo atendimento. Pode atuar no mercado com esse nível de compromisso."
Which strategic initiatives will have the greatest impact?,1,27930,,,Empresa de grande responsabilidade
Which strategic initiatives will have the greatest impact?,2,42117,,,"Atendimento das expectativas
Recomendo"
Which strategic initiatives will have the greatest impact?,3,17516,,,"Progresso
Melhoria contínua"
Which strategic initiatives will have the greatest impact?,4,6089,,,"Top
Produto atende as necessidades"
Which strategic initiatives will have the greatest impact?,5,17652,,,"recomendo
Produto recebido dentro prazo estipulado."
Which strategic initiatives will have the greatest impact?,6,5003,,,"excelente
prouto esperado dentro do prazo"
Which strategic initiatives will have the greatest impact?,7,4023,,,Ótima malas bem reforçadas recomendaria
Which strategic initiatives will have the greatest impact?,8,14453,,,"recomendo
dentro do previsto"
Which strategic initiatives will have the greatest impact?,9,12829,,,"Tudo conforme anunciado, recomendo"
Which strategic initiatives will have the greatest impact?,10,3193,,,"recomendo
ESTOU MUITO SATISFEITA COM OS PRODUTOS E ATENDIMENTO."
How can the company increase customer retention?,1,42776,,consumer_behavior.pdf,"seller, and while this does not necessarily mean reducing the incentive to return to the same 
specific store, it helps the consumer understand how useful the platform can be. The results 
imply that for small merchants on aggregated platforms, high ratings alone are insufficient to 
guarantee customer retention without additional engagement strategies. 
Seasonality and holiday consumption were also examined by looking at whether the"
How can the company increase customer retention?,2,42930,,olist_executive_playbook.pdf,"• Revenue Growth
• Order Volume
• Customer Satisfaction
• Average Review Score
• On-Time Delivery Rate
• Customer Retention Rate
• Forecast Accuracy"
How can the company increase customer retention?,3,7442,,,Rapidaentrega e boa assistencia ao cliente
How can the company increase customer retention?,4,18449,,,sempre mantendo o compromisso com os clientes
How can the company increase customer retention?,5,34644,,,Compromisso e respeito para com os clientes
How can the company increase customer retention?,6,40951,,,Empresa comprometida com o atendimento ao cliente e idônea nos produtos que vendem
How can the company increase customer retention?,7,1817,,,Exemplo de fidelidade entre cliente e empresa
How can the company increase customer retention?,8,3069,,,"Esta pareceria entre a lannister e as demais lojas foi muito bom, pois veio a contribuir positivamente, facilitando a relação de compras entra a empresa e seus clientes."
How can the company increase customer retention?,9,32238,,,"uma empresa que cumpre com prazo
Espero que continuem assim,visando sempre o melhor para os clientes!"
How can the company increase customer retention?,10,15987,,,O entregador poderia ser outra empresa pois já comprei outros produtos nessa loja e a entrega era rápida e segura pois era feita por uma empresa que dava mais atenção ao cliente
What business risks are highlighted by customer feedback?,1,42929,,olist_executive_playbook.pdf,"Scenario 4: Customer Retention Drops
• Use RFM analysis to identify at-risk customers.
• Launch loyalty programs.
• Offer personalized promotions.
• Track repeat purchase behavior.
Scenario 5: Forecast Shows Revenue Risk
• Review forecasting results.
• Identify declining categories.
• Prepare mitigation plans.
• Monitor KPIs weekly.
Executive KPIs"
What business risks are highlighted by customer feedback?,2,42928,,olist_executive_playbook.pdf,"• Improve fulfillment performance.
Scenario 2: Customer Ratings Decline
• Analyze negative reviews using sentiment analysis.
• Identify recurring complaint themes.
• Audit seller performance.
• Improve customer support processes.
Scenario 3: Delivery Delays Increase
• Monitor on-time delivery rate.
• Identify logistics bottlenecks.
• Review regional delivery performance.
• Optimize fulfillment workflows.
Scenario 4: Customer Retention Drops
• Use RFM analysis to identify at-risk customers."
What business risks are highlighted by customer feedback?,3,42818,,ecommerce_analysis.pdf,"to shorter delivery times and reduced costs which lead to a higher level of consumer 
satisfaction. Predictions obtained from analysis will definitely enable proactive risk 
mitigation and reduces client risk. Failure risks must be considered when delay is 
estimated. 
The challenge is the complexity of data in today's environment and managing data ef-
fectively at scale. High dimensionality combined with heterogeneous sources of data"
